
surah|ayah|Verse
14|14|Let us live in the land after them ۚ That is for those who fear my position and fear and fear
14|15|And they opened and disappointed every meableness
14|16|From his life, hell and watered from a friendly water
14|17|It is transformed, and it is hard to justify it, and the death will come from every place, and what is in the dead 😂 and from its thorns
14|18|The example of those who disbelieved in their Lord 😂 Their deeds as a generosity in which the wind was intended on a day of Asfar 😂
14|19|Did you not see that God created the heavens and the earth with the truth.
14|20|What on God loved one
14|21|And they highlighted to God, and he said the weak You are a liaison to us, we are rewarded, or we have been patient with what we have.
14|22|And the Satan said when the matter was spent Do not blame me, and do not seek yourself.
14|23|And those who believed and did the righteous deeds entered the gardens that run from under which the rivers are immortal in them with the permission of their Lord, and they are in them.
14|24|Did you not see how God set a good word, such as a good tree, which is fixed and its branch in the sky
14|25|Its eating is given every time with the permission of her Lord
14|26|And the example of a bumpy word, such as a tree, was excluded from the earth, as it has a decision
14|27|The one who believes in the constant saying is proven in this worldly life and in the hereafter.
14|28|Did you not see those who have changed the blessings of God as a disbeliever and have their people resolved the house of the house
14|29|Hell, they prayed it ۖ and the misery of the decision
14|30|And make God to go to the path of His path.
14|31|Say to my worshipers who believe in the prayer and spend what we have been pleased with a secret and upright from before, to come to the day of the day
14|32|God, who created the heavens and the earth, and descended from the heavens, so that it was brought up from the heavens, so he broke out from the heavens. The rivers took place for you
14|33|And the sun and the moon mocked you are two times.
14|34|And you have come to you from all of what you have asked ۚ And if you promise God, do not count it ۗ, for man is a disbeliever
14|35|And when Abraham said, Lord, make this country safe and help me, and my sons are to worship the idols
14|36|Lord, they are a lot of people.
14|37|Our Lord, I dreamed of my offspring, with a domain of time, with your forbidden house Perhaps they may thank you
14|38|Our Lord, you know what we are hidden, and what we declare ۗ, and what is hidden from God from something in the earth, or in heaven
14|39|Praise be to God, who gave me the greatest and the hearing
14|40|Lord, make me the evaluation of prayer and from my offspring ۚ Our Lord and accept a prayer
14|41|Forgive me, my parents and the believers on the account
14|42|And God does not calculate the unjust of what the oppressors do ۚ He only delays them for a day in which the eyesight is summed up
14|43|Mhtaan Mguenaa their heads, for their part Ajrid them, and their hearts air
14|44|And the people warn that the torment will come to them, and those who wronged us say to us, so we will be late for our Lord, we are late Before you have a corner
14|45|And you accommodated in the inhabitants of those who have been wronged them
14|46|And they have been deceived by their deception, and for God, their deception, and if their deception would be from it, the mountains are from it
14|47|God does not calculate the successor of His messenger, for God is dear, and righteousness
14|48|The day the earth will change the earth, other than the earth and the heavens.
14|49|And the criminals see the day in the class.
14|50|Their secrets are from two countries, and their faces are covered with fire
14|51|May God reward every soul that you have earned ۚ God is the fast of the account
14|52|This is a rhetoric for people, and they will be warned about it, and they know that it is one god
